Transaction_ID,Store_ID,Timestamp,Amount,Rounded_Value,Difference
46,S5,2026-01-01 00:45:00,166.32,166.0,-0.3199999999999932
47,S2,2026-01-01 00:46:00,189.89,190.0,0.11000000000001364
48,S4,2026-01-01 00:47:00,30.27,30.0,-0.2699999999999996
49,S7,2026-01-01 00:48:00,129.92,130.0,0.0800000000000125
50,S8,2026-01-01 00:49:00,117.99,118.0,0.010000000000005116
51,S3,2026-01-01 00:50:00,179.16,180.0,0.8400000000000034
52,S1,2026-01-01 00:51:00,152.74,153.0,0.2599999999999909
53,S4,2026-01-01 00:52:00,193.4,193.0,-0.4000000000000057
54,S2,2026-01-01 00:53:00,192.41,192.0,-0.4099999999999966
55,S8,2026-01-01 00:54:00,52.88,53.0,0.11999999999999744
56,S4,2026-01-01 00:55:00,147.82,148.0,0.18000000000000682
57,S2,2026-01-01 00:56:00,110.8,111.0,0.20000000000000284
58,S6,2026-01-01 00:57:00,50.77,51.0,0.22999999999999687
59,S6,2026-01-01 00:58:00,47.03,47.0,-0.030000000000001137
60,S10,2026-01-01 00:59:00,25.41,25.0,-0.41000000000000014
61,S4,2026-01-01 01:00:00,161.15,161.0,-0.15000000000000568
62,S6,2026-01-01 01:01:00,71.66,72.0,0.3400000000000034
63,S2,2026-01-01 01:02:00,172.82,173.0,0.18000000000000682
64,S10,2026-01-01 01:03:00,125.58,126.0,0.4200000000000017
65,S2,2026-01-01 01:04:00,137.99,138.0,0.009999999999990905
66,S10,2026-01-01 01:05:00,65.42,65.0,-0.4200000000000017
67,S4,2026-01-01 01:06:00,96.89,97.0,0.10999999999999943
68,S8,2026-01-01 01:07:00,88.34,88.0,-0.3400000000000034
69,S7,2026-01-01 01:08:00,54.78,55.0,0.21999999999999886
70,S9,2026-01-01 01:09:00,168.18,168.0,-0.18000000000000682
71,S8,2026-01-01 01:10:00,128.2,128.0,-0.19999999999998863
72,S5,2026-01-01 01:11:00,17.11,17.0,-0.10999999999999943
73,S2,2026-01-01 01:12:00,165.78,166.0,0.21999999999999886
74,S5,2026-01-01 01:13:00,30.15,30.0,-0.14999999999999858
75,S8,2026-01-01 01:14:00,86.7,87.0,0.29999999999999716
76,S10,2026-01-01 01:15:00,118.54,119.0,0.45999999999999375
77,S9,2026-01-01 01:16:00,11.45,11.0,-0.4499999999999993
78,S9,2026-01-01 01:17:00,134.05,134.0,-0.05000000000001137
79,S1,2026-01-01 01:18:00,135.34,135.0,-0.3400000000000034
80,S9,2026-01-01 01:19:00,133.98,134.0,0.020000000000010232
81,S7,2026-01-01 01:20:00,41.06,42.0,0.9399999999999977
82,S9,2026-01-01 01:21:00,58.59,59.0,0.4099999999999966
83,S8,2026-01-01 01:22:00,57.0,57.0,0.0
84,S1,2026-01-01 01:23:00,192.41,192.0,-0.4099999999999966
85,S8,2026-01-01 01:24:00,22.83,23.0,0.1700000000000017
86,S8,2026-01-01 01:25:00,91.46,91.0,-0.45999999999999375
87,S3,2026-01-01 01:26:00,175.54,176.0,0.46000000000000796
88,S1,2026-01-01 01:27:00,156.2,156.0,-0.19999999999998863
89,S8,2026-01-01 01:28:00,166.26,166.0,-0.2599999999999909
90,S3,2026-01-01 01:29:00,194.74,195.0,0.2599999999999909
91,S3,2026-01-01 01:30:00,83.58,84.0,0.4200000000000017
92,S1,2026-01-01 01:31:00,68.83,69.0,0.1700000000000017
93,S5,2026-01-01 01:32:00,15.83,16.0,0.16999999999999993
94,S10,2026-01-01 01:33:00,38.5,38.0,-0.5
95,S7,2026-01-01 01:34:00,116.78,117.0,0.21999999999999886
96,S10,2026-01-01 01:35:00,39.96,40.0,0.03999999999999915
97,S9,2026-01-01 01:36:00,149.9,150.0,0.09999999999999432
98,S7,2026-01-01 01:37:00,17.07,18.0,0.9299999999999997
99,S9,2026-01-01 01:38:00,59.3,59.0,-0.29999999999999716
100,S8,2026-01-01 01:39:00,142.14,142.0,-0.13999999999998636
101,S2,2026-01-01 01:40:00,58.55,59.0,0.45000000000000284
102,S1,2026-01-01 01:41:00,148.46,148.0,-0.46000000000000796
103,S7,2026-01-01 01:42:00,199.21,200.0,0.789999999999992
104,S7,2026-01-01 01:43:00,161.45,162.0,0.5500000000000114
105,S8,2026-01-01 01:44:00,74.95,75.0,0.04999999999999716
106,S5,2026-01-01 01:45:00,181.11,181.0,-0.11000000000001364
107,S3,2026-01-01 01:46:00,19.72,20.0,0.28000000000000114
108,S8,2026-01-01 01:47:00,147.75,148.0,0.25
109,S6,2026-01-01 01:48:00,14.43,14.0,-0.4299999999999997
110,S3,2026-01-01 01:49:00,43.17,44.0,0.8299999999999983
111,S1,2026-01-01 01:50:00,197.64,198.0,0.36000000000001364
112,S3,2026-01-01 01:51:00,78.57,79.0,0.4300000000000068
113,S5,2026-01-01 01:52:00,165.89,166.0,0.11000000000001364
114,S3,2026-01-01 01:53:00,81.46,82.0,0.5400000000000063
115,S1,2026-01-01 01:54:00,169.61,170.0,0.38999999999998636
116,S5,2026-01-01 01:55:00,193.43,193.0,-0.4300000000000068
117,S10,2026-01-01 01:56:00,92.75,93.0,0.25
118,S7,2026-01-01 01:57:00,116.28,117.0,0.7199999999999989
119,S7,2026-01-01 01:58:00,129.44,130.0,0.5600000000000023
120,S9,2026-01-01 01:59:00,187.62,188.0,0.37999999999999545
121,S10,2026-01-01 02:00:00,58.78,59.0,0.21999999999999886
122,S10,2026-01-01 02:01:00,126.14,126.0,-0.14000000000000057
123,S3,2026-01-01 02:02:00,71.7,72.0,0.29999999999999716
124,S7,2026-01-01 02:03:00,51.22,52.0,0.7800000000000011
125,S1,2026-01-01 02:04:00,26.13,26.0,-0.129999999999999
126,S4,2026-01-01 02:05:00,127.94,128.0,0.060000000000002274
127,S4,2026-01-01 02:06:00,177.6,178.0,0.4000000000000057
128,S5,2026-01-01 02:07:00,76.76,77.0,0.23999999999999488
129,S7,2026-01-01 02:08:00,115.01,116.0,0.9899999999999949
130,S7,2026-01-01 02:09:00,132.01,133.0,0.9900000000000091
131,S4,2026-01-01 02:10:00,88.78,89.0,0.21999999999999886
132,S7,2026-01-01 02:11:00,181.64,182.0,0.36000000000001364
133,S3,2026-01-01 02:12:00,78.92,79.0,0.0799999999999983
134,S6,2026-01-01 02:13:00,33.75,34.0,0.25
135,S2,2026-01-01 02:14:00,37.36,37.0,-0.35999999999999943
136,S10,2026-01-01 02:15:00,179.26,179.0,-0.2599999999999909
137,S9,2026-01-01 02:16:00,197.72,198.0,0.28000000000000114
138,S5,2026-01-01 02:17:00,64.9,65.0,0.09999999999999432
139,S6,2026-01-01 02:18:00,37.28,37.0,-0.28000000000000114
140,S4,2026-01-01 02:19:00,101.62,102.0,0.37999999999999545
141,S10,2026-01-01 02:20:00,144.81,145.0,0.18999999999999773
142,S7,2026-01-01 02:21:00,126.36,127.0,0.6400000000000006
143,S9,2026-01-01 02:22:00,190.71,191.0,0.28999999999999204
144,S7,2026-01-01 02:23:00,165.38,166.0,0.6200000000000045
145,S1,2026-01-01 02:24:00,175.1,175.0,-0.09999999999999432
146,S1,2026-01-01 02:25:00,112.92,113.0,0.0799999999999983
147,S9,2026-01-01 02:26:00,72.18,72.0,-0.18000000000000682
148,S9,2026-01-01 02:27:00,143.33,143.0,-0.3300000000000125
149,S4,2026-01-01 02:28:00,93.42,93.0,-0.4200000000000017
150,S9,2026-01-01 02:29:00,64.67,65.0,0.3299999999999983
151,S3,2026-01-01 02:30:00,38.93,39.0,0.07000000000000028
152,S7,2026-01-01 02:31:00,110.3,111.0,0.7000000000000028
153,S6,2026-01-01 02:32:00,122.91,123.0,0.09000000000000341
154,S8,2026-01-01 02:33:00,118.07,118.0,-0.06999999999999318
155,S9,2026-01-01 02:34:00,32.14,32.0,-0.14000000000000057
156,S5,2026-01-01 02:35:00,118.3,118.0,-0.29999999999999716
157,S1,2026-01-01 02:36:00,42.0,42.0,0.0
158,S3,2026-01-01 02:37:00,136.11,137.0,0.8899999999999864
159,S10,2026-01-01 02:38:00,91.58,92.0,0.4200000000000017
160,S8,2026-01-01 02:39:00,171.27,171.0,-0.27000000000001023
161,S6,2026-01-01 02:40:00,157.87,158.0,0.12999999999999545
162,S8,2026-01-01 02:41:00,147.63,148.0,0.37000000000000455
163,S9,2026-01-01 02:42:00,143.14,143.0,-0.13999999999998636
164,S4,2026-01-01 02:43:00,116.49,116.0,-0.4899999999999949
165,S1,2026-01-01 02:44:00,21.61,22.0,0.39000000000000057
166,S1,2026-01-01 02:45:00,134.54,135.0,0.46000000000000796
167,S10,2026-01-01 02:46:00,98.72,99.0,0.28000000000000114
168,S4,2026-01-01 02:47:00,99.22,99.0,-0.21999999999999886
169,S7,2026-01-01 02:48:00,82.01,83.0,0.9899999999999949
170,S2,2026-01-01 02:49:00,186.52,187.0,0.47999999999998977
171,S3,2026-01-01 02:50:00,57.4,58.0,0.6000000000000014
172,S1,2026-01-01 02:51:00,70.15,70.0,-0.15000000000000568
173,S5,2026-01-01 02:52:00,192.98,193.0,0.020000000000010232
174,S1,2026-01-01 02:53:00,163.93,164.0,0.06999999999999318
175,S8,2026-01-01 02:54:00,12.68,13.0,0.3200000000000003
176,S1,2026-01-01 02:55:00,182.16,182.0,-0.1599999999999966
177,S1,2026-01-01 02:56:00,53.06,53.0,-0.060000000000002274
178,S2,2026-01-01 02:57:00,144.13,144.0,-0.12999999999999545
179,S2,2026-01-01 02:58:00,115.08,115.0,-0.0799999999999983
180,S6,2026-01-01 02:59:00,111.99,112.0,0.010000000000005116
181,S7,2026-01-01 03:00:00,146.41,147.0,0.5900000000000034
182,S5,2026-01-01 03:01:00,49.36,49.0,-0.35999999999999943
183,S1,2026-01-01 03:02:00,40.21,40.0,-0.21000000000000085
184,S1,2026-01-01 03:03:00,133.86,134.0,0.13999999999998636
185,S3,2026-01-01 03:04:00,65.21,66.0,0.7900000000000063
186,S2,2026-01-01 03:05:00,195.05,195.0,-0.05000000000001137
187,S5,2026-01-01 03:06:00,95.79,96.0,0.20999999999999375
188,S10,2026-01-01 03:07:00,31.2,31.0,-0.1999999999999993
189,S6,2026-01-01 03:08:00,140.3,140.0,-0.30000000000001137
190,S7,2026-01-01 03:09:00,68.17,69.0,0.8299999999999983
191,S4,2026-01-01 03:10:00,38.23,38.0,-0.22999999999999687
192,S7,2026-01-01 03:11:00,90.34,91.0,0.6599999999999966
193,S8,2026-01-01 03:12:00,193.2,193.0,-0.19999999999998863
194,S1,2026-01-01 03:13:00,88.17,88.0,-0.1700000000000017
195,S6,2026-01-01 03:14:00,75.99,76.0,0.010000000000005116
196,S8,2026-01-01 03:15:00,94.46,94.0,-0.45999999999999375
197,S5,2026-01-01 03:16:00,12.3,12.0,-0.3000000000000007
198,S4,2026-01-01 03:17:00,35.29,35.0,-0.28999999999999915
199,S2,2026-01-01 03:18:00,171.44,171.0,-0.4399999999999977
200,S6,2026-01-01 03:19:00,195.83,196.0,0.1699999999999875
201,S6,2026-01-01 03:20:00,40.01,40.0,-0.00999999999999801
202,S1,2026-01-01 03:21:00,111.75,112.0,0.25
203,S9,2026-01-01 03:22:00,193.6,194.0,0.4000000000000057
204,S6,2026-01-01 03:23:00,39.75,40.0,0.25
205,S3,2026-01-01 03:24:00,45.4,46.0,0.6000000000000014
206,S4,2026-01-01 03:25:00,186.1,186.0,-0.09999999999999432
207,S4,2026-01-01 03:26:00,144.08,144.0,-0.0800000000000125
208,S3,2026-01-01 03:27:00,38.87,39.0,0.13000000000000256
209,S10,2026-01-01 03:28:00,84.76,85.0,0.23999999999999488
210,S3,2026-01-01 03:29:00,20.69,21.0,0.3099999999999987
211,S3,2026-01-01 03:30:00,92.21,93.0,0.7900000000000063
212,S4,2026-01-01 03:31:00,157.8,158.0,0.19999999999998863
213,S7,2026-01-01 03:32:00,115.25,116.0,0.75
214,S4,2026-01-01 03:33:00,133.01,133.0,-0.009999999999990905
215,S9,2026-01-01 03:34:00,72.1,72.0,-0.09999999999999432
216,S1,2026-01-01 03:35:00,40.67,41.0,0.3299999999999983
217,S8,2026-01-01 03:36:00,12.49,12.0,-0.4900000000000002
218,S7,2026-01-01 03:37:00,166.05,167.0,0.9499999999999886
219,S2,2026-01-01 03:38:00,130.96,131.0,0.03999999999999204
220,S8,2026-01-01 03:39:00,53.57,54.0,0.4299999999999997
221,S1,2026-01-01 03:40:00,89.5,90.0,0.5
222,S9,2026-01-01 03:41:00,162.27,162.0,-0.27000000000001023
223,S9,2026-01-01 03:42:00,112.35,112.0,-0.3499999999999943
224,S2,2026-01-01 03:43:00,67.03,67.0,-0.030000000000001137
225,S7,2026-01-01 03:44:00,60.77,61.0,0.22999999999999687
226,S10,2026-01-01 03:45:00,51.35,51.0,-0.3500000000000014
227,S3,2026-01-01 03:46:00,166.51,167.0,0.4900000000000091
228,S7,2026-01-01 03:47:00,120.55,121.0,0.45000000000000284
229,S10,2026-01-01 03:48:00,144.74,145.0,0.2599999999999909
230,S9,2026-01-01 03:49:00,173.42,173.0,-0.4199999999999875
231,S4,2026-01-01 03:50:00,197.5,198.0,0.5
232,S1,2026-01-01 03:51:00,57.4,57.0,-0.3999999999999986
233,S2,2026-01-01 03:52:00,44.37,44.0,-0.36999999999999744
234,S1,2026-01-01 03:53:00,97.78,98.0,0.21999999999999886
235,S5,2026-01-01 03:54:00,16.66,17.0,0.33999999999999986
236,S5,2026-01-01 03:55:00,160.43,160.0,-0.4300000000000068
237,S7,2026-01-01 03:56:00,177.91,178.0,0.09000000000000341
238,S9,2026-01-01 03:57:00,140.35,140.0,-0.3499999999999943
239,S9,2026-01-01 03:58:00,60.92,61.0,0.0799999999999983
240,S3,2026-01-01 03:59:00,33.4,34.0,0.6000000000000014
241,S3,2026-01-01 04:00:00,82.61,83.0,0.39000000000000057
242,S3,2026-01-01 04:01:00,168.33,169.0,0.6699999999999875
243,S4,2026-01-01 04:02:00,76.09,76.0,-0.09000000000000341
244,S8,2026-01-01 04:03:00,16.51,17.0,0.48999999999999844
245,S6,2026-01-01 04:04:00,62.11,62.0,-0.10999999999999943
246,S8,2026-01-01 04:05:00,198.09,198.0,-0.09000000000000341
247,S1,2026-01-01 04:06:00,138.57,139.0,0.4300000000000068
248,S8,2026-01-01 04:07:00,181.16,181.0,-0.1599999999999966
249,S4,2026-01-01 04:08:00,157.22,157.0,-0.21999999999999886
250,S1,2026-01-01 04:09:00,112.54,113.0,0.45999999999999375
251,S8,2026-01-01 04:10:00,38.25,38.0,-0.25
252,S4,2026-01-01 04:11:00,76.24,76.0,-0.23999999999999488
253,S6,2026-01-01 04:12:00,120.91,121.0,0.09000000000000341
254,S8,2026-01-01 04:13:00,175.42,175.0,-0.4199999999999875
255,S4,2026-01-01 04:14:00,61.05,61.0,-0.04999999999999716
256,S3,2026-01-01 04:15:00,33.03,34.0,0.9699999999999989
257,S9,2026-01-01 04:16:00,116.18,116.0,-0.18000000000000682
258,S3,2026-01-01 04:17:00,43.54,44.0,0.46000000000000085
259,S9,2026-01-01 04:18:00,125.97,126.0,0.030000000000001137
260,S2,2026-01-01 04:19:00,60.07,60.0,-0.07000000000000028
261,S2,2026-01-01 04:20:00,53.88,54.0,0.11999999999999744
262,S2,2026-01-01 04:21:00,85.84,86.0,0.1599999999999966
263,S6,2026-01-01 04:22:00,122.71,123.0,0.29000000000000625
264,S3,2026-01-01 04:23:00,113.61,114.0,0.39000000000000057
265,S9,2026-01-01 04:24:00,56.5,56.0,-0.5
266,S4,2026-01-01 04:25:00,179.31,179.0,-0.3100000000000023
267,S1,2026-01-01 04:26:00,30.88,31.0,0.120000000000001
268,S4,2026-01-01 04:27:00,17.5,18.0,0.5
269,S1,2026-01-01 04:28:00,124.51,125.0,0.4899999999999949
270,S5,2026-01-01 04:29:00,33.45,33.0,-0.45000000000000284
271,S4,2026-01-01 04:30:00,105.93,106.0,0.06999999999999318
272,S8,2026-01-01 04:31:00,190.84,191.0,0.1599999999999966
273,S8,2026-01-01 04:32:00,142.73,143.0,0.27000000000001023
274,S7,2026-01-01 04:33:00,127.32,128.0,0.6800000000000068
275,S3,2026-01-01 04:34:00,119.21,120.0,0.7900000000000063
276,S1,2026-01-01 04:35:00,44.11,44.0,-0.10999999999999943
277,S1,2026-01-01 04:36:00,92.2,92.0,-0.20000000000000284
278,S3,2026-01-01 04:37:00,75.08,76.0,0.9200000000000017
279,S6,2026-01-01 04:38:00,191.08,191.0,-0.0800000000000125
280,S7,2026-01-01 04:39:00,56.04,57.0,0.9600000000000009
281,S6,2026-01-01 04:40:00,99.59,100.0,0.4099999999999966
282,S6,2026-01-01 04:41:00,188.24,188.0,-0.2400000000000091
283,S6,2026-01-01 04:42:00,159.94,160.0,0.060000000000002274
284,S3,2026-01-01 04:43:00,193.26,194.0,0.7400000000000091
285,S6,2026-01-01 04:44:00,125.58,126.0,0.4200000000000017
286,S8,2026-01-01 04:45:00,73.42,73.0,-0.4200000000000017
287,S2,2026-01-01 04:46:00,167.06,167.0,-0.060000000000002274
288,S5,2026-01-01 04:47:00,65.38,65.0,-0.37999999999999545
289,S1,2026-01-01 04:48:00,41.31,41.0,-0.3100000000000023
290,S1,2026-01-01 04:49:00,144.19,144.0,-0.18999999999999773
291,S5,2026-01-01 04:50:00,131.4,131.0,-0.4000000000000057
292,S3,2026-01-01 04:51:00,177.0,177.0,0.0
293,S4,2026-01-01 04:52:00,192.77,193.0,0.22999999999998977
294,S3,2026-01-01 04:53:00,172.87,173.0,0.12999999999999545
295,S1,2026-01-01 04:54:00,21.4,21.0,-0.3999999999999986
296,S1,2026-01-01 04:55:00,136.26,136.0,-0.2599999999999909
297,S5,2026-01-01 04:56:00,159.1,159.0,-0.09999999999999432
298,S6,2026-01-01 04:57:00,196.57,197.0,0.4300000000000068
299,S3,2026-01-01 04:58:00,81.19,82.0,0.8100000000000023
300,S9,2026-01-01 04:59:00,42.28,42.0,-0.28000000000000114
301,S5,2026-01-01 05:00:00,172.06,172.0,-0.060000000000002274
302,S8,2026-01-01 05:01:00,70.32,70.0,-0.3199999999999932
303,S1,2026-01-01 05:02:00,123.66,124.0,0.3400000000000034
304,S5,2026-01-01 05:03:00,84.08,84.0,-0.0799999999999983
305,S3,2026-01-01 05:04:00,86.44,87.0,0.5600000000000023
306,S1,2026-01-01 05:05:00,149.17,149.0,-0.1699999999999875
307,S4,2026-01-01 05:06:00,78.68,79.0,0.3199999999999932
308,S5,2026-01-01 05:07:00,141.68,142.0,0.3199999999999932
309,S7,2026-01-01 05:08:00,12.72,13.0,0.27999999999999936
310,S1,2026-01-01 05:09:00,71.68,72.0,0.3199999999999932
311,S3,2026-01-01 05:10:00,70.62,71.0,0.37999999999999545
312,S2,2026-01-01 05:11:00,152.28,152.0,-0.28000000000000114
313,S9,2026-01-01 05:12:00,69.77,70.0,0.23000000000000398
314,S10,2026-01-01 05:13:00,130.33,130.0,-0.3300000000000125
315,S6,2026-01-01 05:14:00,140.82,141.0,0.18000000000000682
316,S10,2026-01-01 05:15:00,135.1,135.0,-0.09999999999999432
317,S3,2026-01-01 05:16:00,124.63,125.0,0.37000000000000455
318,S8,2026-01-01 05:17:00,88.59,89.0,0.4099999999999966
319,S8,2026-01-01 05:18:00,80.93,81.0,0.06999999999999318
320,S2,2026-01-01 05:19:00,117.27,117.0,-0.269999999999996
321,S6,2026-01-01 05:20:00,22.1,22.0,-0.10000000000000142
322,S7,2026-01-01 05:21:00,176.41,177.0,0.5900000000000034
323,S2,2026-01-01 05:22:00,166.81,167.0,0.18999999999999773
324,S10,2026-01-01 05:23:00,75.81,76.0,0.18999999999999773
325,S2,2026-01-01 05:24:00,117.7,118.0,0.29999999999999716
326,S10,2026-01-01 05:25:00,187.12,187.0,-0.12000000000000455
327,S1,2026-01-01 05:26:00,61.61,62.0,0.39000000000000057
328,S8,2026-01-01 05:27:00,151.07,151.0,-0.06999999999999318
329,S1,2026-01-01 05:28:00,25.72,26.0,0.28000000000000114
330,S9,2026-01-01 05:29:00,109.44,109.0,-0.4399999999999977
331,S6,2026-01-01 05:30:00,177.95,178.0,0.05000000000001137
332,S7,2026-01-01 05:31:00,114.82,115.0,0.18000000000000682
333,S10,2026-01-01 05:32:00,127.09,127.0,-0.09000000000000341
334,S7,2026-01-01 05:33:00,182.45,183.0,0.5500000000000114
335,S10,2026-01-01 05:34:00,145.92,146.0,0.0800000000000125
336,S3,2026-01-01 05:35:00,142.22,143.0,0.7800000000000011
337,S2,2026-01-01 05:36:00,121.41,121.0,-0.4099999999999966
338,S9,2026-01-01 05:37:00,130.27,130.0,-0.27000000000001023
339,S8,2026-01-01 05:38:00,162.7,163.0,0.30000000000001137
340,S10,2026-01-01 05:39:00,196.05,196.0,-0.05000000000001137
341,S7,2026-01-01 05:40:00,161.11,162.0,0.8899999999999864
342,S9,2026-01-01 05:41:00,144.43,144.0,-0.4300000000000068
343,S4,2026-01-01 05:42:00,35.75,36.0,0.25
344,S4,2026-01-01 05:43:00,165.25,165.0,-0.25
345,S1,2026-01-01 05:44:00,149.84,150.0,0.1599999999999966
346,S8,2026-01-01 05:45:00,156.38,156.0,-0.37999999999999545
347,S3,2026-01-01 05:46:00,53.91,54.0,0.09000000000000341
348,S7,2026-01-01 05:47:00,181.65,182.0,0.3499999999999943
349,S2,2026-01-01 05:48:00,28.48,28.0,-0.4800000000000004
350,S2,2026-01-01 05:49:00,58.19,58.0,-0.18999999999999773
351,S7,2026-01-01 05:50:00,135.97,136.0,0.030000000000001137
352,S6,2026-01-01 05:51:00,138.01,138.0,-0.009999999999990905
353,S3,2026-01-01 05:52:00,69.53,70.0,0.46999999999999886
354,S9,2026-01-01 05:53:00,143.29,143.0,-0.28999999999999204
355,S10,2026-01-01 05:54:00,83.71,84.0,0.29000000000000625
356,S6,2026-01-01 05:55:00,10.03,10.0,-0.02999999999999936
357,S10,2026-01-01 05:56:00,40.9,41.0,0.10000000000000142
358,S10,2026-01-01 05:57:00,177.7,178.0,0.30000000000001137
359,S6,2026-01-01 05:58:00,52.31,52.0,-0.3100000000000023
360,S1,2026-01-01 05:59:00,31.45,31.0,-0.4499999999999993
361,S4,2026-01-01 06:00:00,139.62,140.0,0.37999999999999545
362,S10,2026-01-01 06:01:00,93.73,94.0,0.269999999999996
363,S6,2026-01-01 06:02:00,161.35,161.0,-0.3499999999999943
364,S6,2026-01-01 06:03:00,173.67,174.0,0.3300000000000125
365,S5,2026-01-01 06:04:00,170.74,171.0,0.2599999999999909
366,S1,2026-01-01 06:05:00,69.47,69.0,-0.46999999999999886
367,S8,2026-01-01 06:06:00,106.05,106.0,-0.04999999999999716
368,S5,2026-01-01 06:07:00,133.53,134.0,0.46999999999999886
369,S5,2026-01-01 06:08:00,71.18,71.0,-0.18000000000000682
370,S7,2026-01-01 06:09:00,17.81,18.0,0.19000000000000128
371,S4,2026-01-01 06:10:00,104.18,104.0,-0.18000000000000682
372,S6,2026-01-01 06:11:00,12.44,12.0,-0.4399999999999995
373,S4,2026-01-01 06:12:00,190.62,191.0,0.37999999999999545
374,S3,2026-01-01 06:13:00,161.37,162.0,0.6299999999999955
375,S7,2026-01-01 06:14:00,46.48,47.0,0.5200000000000031
376,S8,2026-01-01 06:15:00,64.64,65.0,0.35999999999999943
377,S4,2026-01-01 06:16:00,196.74,197.0,0.2599999999999909
378,S2,2026-01-01 06:17:00,80.97,81.0,0.030000000000001137
379,S10,2026-01-01 06:18:00,158.91,159.0,0.09000000000000341
380,S3,2026-01-01 06:19:00,94.89,95.0,0.10999999999999943
381,S1,2026-01-01 06:20:00,174.18,174.0,-0.18000000000000682
382,S8,2026-01-01 06:21:00,143.71,144.0,0.28999999999999204
383,S3,2026-01-01 06:22:00,14.35,15.0,0.6500000000000004
384,S10,2026-01-01 06:23:00,65.93,66.0,0.06999999999999318
385,S7,2026-01-01 06:24:00,116.02,117.0,0.980000000000004
386,S10,2026-01-01 06:25:00,185.97,186.0,0.030000000000001137
387,S5,2026-01-01 06:26:00,29.39,29.0,-0.39000000000000057
388,S10,2026-01-01 06:27:00,124.22,124.0,-0.21999999999999886
389,S5,2026-01-01 06:28:00,67.41,67.0,-0.4099999999999966
390,S7,2026-01-01 06:29:00,178.97,179.0,0.030000000000001137
391,S9,2026-01-01 06:30:00,155.38,155.0,-0.37999999999999545
392,S5,2026-01-01 06:31:00,80.24,80.0,-0.23999999999999488
393,S1,2026-01-01 06:32:00,41.75,42.0,0.25
394,S10,2026-01-01 06:33:00,12.18,12.0,-0.17999999999999972
395,S10,2026-01-01 06:34:00,128.02,128.0,-0.020000000000010232
396,S1,2026-01-01 06:35:00,87.16,87.0,-0.1599999999999966
